,Class,Subclass,Condena,Location,Victims,Date murder,Date Detention,Victim Profile
416,Asesino en serie,"""Barbazul""",Ejecutado en la horca el 13 de agosto de 1915,"Varios lugares, Gran Bretaña",3,1912 - 1914,1 de febrero de 1915,11 de enero de 1872
417,Homicida,Menor de edad - Abuso sexual,"Condenado a un mínimo de nueve años a cadena perpetua e internado en un reformatorio en 1994. Siete años después, tras cumplir la mayoría de edad, fue trasladado a una prisión ordinaria. Actualmente continúa cumpliendo condena","Savona, Estados Unidos (Nueva York)",1,2 de agosto de 1993,9 de agosto de 1993,22 de enero de 1980
418,Homicida,Necrofilia,Condenado a 40 años de prisión en 1952. Puesto en libertad en 1982. Muere en 1985,"México, D. F., México",2 +,11 - 12 de marzo de 1952,13 de marzo de 1952,1928
419,Homicida,Autor de la primera masacre escolar (realizada por un solo individuo con un arma de fuego) registrada en América Latina,Declarado inimputable y confinado en un centro psiquiátrico juvenil en la localidad de San Miguel (Buenos Aires),"Carmen de Patagones, Argentina",3,28 de septiembre de 2004,28 de septiembre de 2004,"Sandra Nuñez, de 16 años, Evangelina Miranda (16) y Federico Ponce (15)"
420,Asesino en masa,8 +,Condenado de 400 a 1.200 años en prisión el 22 de noviembre de 1972. Muere en prisión el 5 de diciembre de 1991,"Chicago, Estados Unidos (Illinois)",13 de julio de 1966,17 de julio de 1966,6 de diciembre de 1941,"Gloria Davy, 22 años / Mary Ann Jordan, 20 años / Suzanne Farris, 21 años / Valentina Pasion, 23 años / Patricia Matusek, 20 años / Merlita Gargullo, 22 años / Pamela Wilkening, 20 años / Nina Schmale, 24 años"
421,Asesino en serie,Violador,Fue ejecutado en la silla eléctrica el 27 de abril de 1994,"Richmond, Estados Unidos (Virginia)",5 +,1984 / 1987,20 de enero de 1988,1962
422,Asesino en serie,Violador,Ejecutado en la silla eléctrica en Florida el 23 de marzo de 1998,"Varias, Estados Unidos (Florida), Estados Unidos (Nueva Jersey), Estados Unidos (Pensilvania)",9 - 41 +,1969 - 1980,1 de abril de 1980,12 de septiembre de 1951
423,Asesino itinerante,Asesinatos en la carretera,"Fue ejecutado en la silla eléctrica en Lincoln, Nebraska, el 25 de junio de 1959","Varios lugares, Estados Unidos (Nebraska), Estados Unidos (Wyoming)",11,1957 - 1958,29 de enero de 1958,24 de noviembre de 1938
424,Asesino en masa,Tiroteo en un instituto,Se suicida disparándose el mismo día,"Erfurt, Thuringia, Alemania",16,26 de abril de 2002,22 de enero de 1983,Rosemarie Hajna (54) / Yvonne-Sofia Fulsche-Baer (38) / Heidrun Baumbach (56) / Monika Burghardt (49) / Dr. Birgit Dettke (39) / Gabriele Klement (43) / Carla Pott (27) / Heidemarie Sicker (59) / Hans Lippe (44) / Helmut Schwarzer (54) / Hans-Joachim Schwertfeger (44) / Peter Wolff (60) / Anneliese Schwertner (54) / Susann Hartung (14) / Ronny Möckel (15) / Andreas Gorski (39)
425,Asesino en masa,Pretendía matar a su segunda esposa,Condenado de 142 a 179 años y medio de prisión el 3 de septiembre de 2011,"Carthage, Estados Unidos (Carolina del Norte)",8,29 de marzo de 2009,Mismo día (herido por la Policía),12 de septiembre de 1963
426,Asesino,Violador,Fue ejecutado en la horca en la prisión de Pentonville el 13 de agosto de 1937,"Leighton Buzzard, Gran Bretaña",1,11 de abril de 1937,1912,"Ruby Anne Keen, de 23 años"
427,Asesino,"Según su versión, el asesinato fue una dramática forma de protestar la decisión de la universidad de Stanford de no concederle un doctorado después de 16 años de estudio",Culpable de asesinato en segundo grado. Condenado a siete años de prisión en 1978. Liberado en septiembre de 1985,"Stanford, Estados Unidos (California)",1,18 de agosto de 1978,18 de agosto de 1978,1936
428,Asesino en serie,Violador,Condenado a 40 años de prisión. Se suicida en prisión ahorcándose con unos pantalones el 30 de agosto de 2008,"Yucatán, México",3,2007 - 2008,4 de agosto de 2008,1983
429,Asesino en serie,"El fantasma de su padre le ordenó asesinar a 70 mujeres y tragarse su saliva, con el fin de convertirse en un ""dukan"", o curador místico",Ejecutado por fusilamiento el 10 de julio de 2008,"Medan, Indonesia",42,1986 - 1997,30 de abril de 1997,10 de enero de 1949
430,Asesino en serie,Sádico,Condenado a 20 cadenas perpetuas el 22 de mayo de 1981,"Yorkshire, Inglaterra, Gran Bretaña",13,1975 - 1980,2 de enero de 1981,2 de junio de 1946
431,Asesino,Parricida,Fue ejecutado en la horca el 23 de marzo de 1926,"Liverpool, Inglaterra, Gran Bretaña",3,30 de noviembre de 1925,30 de noviembre de 1925,1872
432,Asesino en serie,"Violación - Sirviéndose de su trabajo como periodista, redactó y publicó varios artículos sobre sus propios asesinatos",Fue hallado muerto en la prisión de Tetovo el 23 de junio de 2008,"Kicevo, República de Macedonia",3,2005 - 2008,22 de junio de 2008,1952
433,Asesino,Robo en un tren,Se suicida disparándose un tiro en la cabeza el 21 de abril de 1924,"Toledo, España",2,11 de abril de 1924,1897,"Angel Ors Pérez, 30, y Santos Lozano León, 45 (oficiales ambulantes de correos)"
434,Asesino,Incendio provocado,Fue ejecutado en la guillotina el 2 de mayo de 1931,"Regensburg, Bavaria, Alemania",1,25 de noviembre de 1929,4 de diciembre de 1929,Desconocido
435,Homicida,Menor de edad - Secuestro - Tortura,Condenado a una pena de reclusión por tiempo indefinido el 25 de noviembre de 1993. Fue puesto en libertad en junio de 2001,"Liverpool, Inglaterra, Gran Bretaña",1,12 de febrero de 1993,18 de febrero de 1993,23 de agosto de 1982
436,Asesino en serie,Violador - Prometía a sus víctimas que les conseguiría trabajo como camareras de hotel,Condenado a 506 años de prisión el 29 de marzo de 1999,"Phoenix, KwaZulu-Natal, Sudáfrica",16 +,1996 - 1997,14 de agosto de 1997,1968
437,Asesino en serie,Necrofilia - Investigador Criminal de la Policía retirado,Condenado a cadena perpetua el 23 de diciembre de 2008,"Varias, Ucrania",29 - 100,1980 - 2005,22 de agosto de 2005,12 de septiembre de 1952
438,Asesino en serie,Violador - Canibalismo - Pirómano en serie,Fue condenado a muerte en Florida en 1984. Posteriormente la pena fue conmutada por la de cadena perpetua. Murió en prisión el 15 de septiembre de 1996,"Varios lugares, Estados Unidos (Florida), Estados Unidos (Texas)",6 - 65,1961 - 1983,15 de junio de 1983,5 de marzo de 1947
439,Asesino,"Según algunas versiones, Tornay mantenía una relación homosexual con la víctima y padecía humillaciones jerárquicas","Oficialmente, se suicida disparándose el mismo día","Vaticano, Ciudad del Vaticano",2,4 de mayo de 1998,1975,"Alois Estermann, de 44 años de edad, y su esposa, la venezolana Gladys Meza, de 43"
440,Asesino itinerante,Robo,Ejecutado en la guillotina en París el 19 de enero de 1870,"París, Francia",8,Agosto - Septiembre de 1869,22 de septiembre de 1869,5 de octubre de 1849
441,Asesino,Violador,Fue condenado a cadena perpetua en 1970,"Mudeford, Inglaterra, Gran Bretaña",1,16 de octubre de 1969,"Diana Stephanie Kemp, de 20 años",Estrangulación
442,Asesino en serie,Violador,Condenado a pena de muerte por 11 asesinatos el 10 de julio de 2007. Condenado a pena de muerte por segunda vez el 26 de junio de 2014 por otros 4 asesinatos,"Los Angeles, Estados Unidos (California)",14 + 1,1987 - 1998,5 de noviembre de 1966,"Elandra Bunn, 33 / Cynthia Annette Johnson, 30 / Brenda Bries, 37 / Paula Vance, 38 / Mildred Beasley, 45 / Natalie Price, 31 / Desarae Jones, 29 / Andrea Tripplett, 29 / Mary Edwards, 41 / Debra Williams, 32 / Regina Washington, 27, y su hijo no nacido / Anita Fishman, 31 / Annette Ernest, 26 / Diane Johnson, 21"
443,Asesino en masa,La peor masacre cometida en las últimas décadas en Japón - Uematsu pretendía vivir en un mundo sin discapacitados múltiples,En prisión a la espera de ser juzgado,"Sagamihara, Kanagawa, Japón",19,25 de julio de 2016,Mismo día (se entrega),Diez mujeres y nueve hombres de entre 19 y 70 años
444,Asesino en masa,Venganza,Los psiquiatras consideraron que no estaba capacitado para ser juzgado. Internado en un hospital psiquiátrico. Muere el 19 de octubre de 2009,"Camden, Estados Unidos (Nueva Jersey)",13,6 de septiembre de 1949,6 de septiembre de 1949,21 de enero de 1921
445,Asesino en serie,Violador,Condenado a cadena perpetua el 29 de junio de 1994. Esa misma noche se suicida ahorcándose en su celda,"Varias, Austria, Estados Unidos (California), República Checa",12 +,1976 / 1990 - 1992,27 de febrero de 1992,16 de agosto de 1951
446,Asesino en serie,Violador,Condenado a pena de muerte en Illinois el 3 de septiembre de 2002. Conmutada por cadena perpetua el 10 de enero de 2003,"Varias, Estados Unidos (California), Estados Unidos (Illinois), Estados Unidos (Indiana)",8 +,1986 - 1996,23 de abril de 1997,4 de junio de 1964
447,Asesino en serie,Violador - Necrofilia - Evisceración - Mutilación,Ejecutado en la guillotina el 31 de diciembre de 1898,"Varios lugares, Francia",11,1894 - 1897,4 de agosto de 1897,16 de noviembre de 1869
448,Asesino en serie,"Necrofilia - Dijo que él buscaba ayudar a sus víctimas y no asesinarlas, pero que cometió los crímenes porque ellas faltaron a su compromiso de pagarle su ayuda con favores sexuales",En prisión a la espera de ser juzgado,"Monserrate, Bogotá, Colombia",11 - 16 +,2011 - 2015,30 de noviembre de 2015,1982
449,Asesino,Pederasta - Violador en serie,Condenado a 50 años de prisión el 15 de septiembre de 1993,"Tudela, Valladolid, España",1,25 de junio de 1992,Dos días después,1961
450,Asesino en masa,6,Ejecutado por fusilamiento el 30 de abril de 1963,"Nahueltoro, VIII Región, Chile",20 de agosto de 1960,Un mes después,1922,"Rosa Rivas, 38, y sus cinco hijos"
451,Asesino,Justificó el asesinato afirmando que consideraba a la víctima un «peligro para la democracia»,Condenado a 18 años de prisión el 15 de abril de 2003,"Hilversum, Países Bajos",1,6 de mayo de 2002,6 de mayo de 2002,9 de julio de 1969
452,Asesino,"Discusión - Sospechoso de la desaparición de la norteamericana Natalee Holloway, quien desapareció en Aruba, el 30 de mayo de 2005",Condenado a 28 años de cárcel el 13 de enero de 2012,"Lima, Perú",1,30 de mayo de 2010,3 de junio de 2010,6 de agosto de 1987
453,Asesino,Skinhead - Crímenes motivados por racismo,Condenado a cadena perpetua el 11 de octubre de 2007,"Amberes, Bélgica",2,11 de mayo de 2006,Mismo día (herido por la policía),7 de febrero de 1988
454,Asesino,Envenenador,Ejecutado en la horca en Wandsworth el 12 de agosto de 1924,"Surrey, Inglaterra, Gran Bretaña",1,29 de marzo de 1924,14 de julio de 1879,Alfred Jones (el marido de su amante)
455,Asesino en serie,Canibalismo,En custodia. Nunca ha sido juzgado al ser considerado inimputable,"San Cristóbal, Venezuela",7 - 10 +,1995 / 1998 - 1999,12 de febrero de 1999,14 de mayo de 1957
456,Asesino,Parricidio - Baterista de la banda de rock argentina Callejeros,"Fue condenado a 18 años de prisión el 14 de junio de 2012. La sentencia fue revisada el 19 de septiembre de 2013 por la Cámara de Casación, la cuál impuso una pena de prisión perpetua","Buenos Aires, Argentina",1,10 de febrero de 2010,4 de noviembre de 2010,30 de agosto de 1975
457,Asesino en masa,Parricidio,Se suicidó ahorcándose de un alambre el día de los asesinatos,"Necochea, Argentina",5,7 de julio de 2016,"Su mujer, Marta Curuchet, sus hijos Roberto, Rosa y Etelvina, y un vecino, Horacio Córdoba",Arma blanca
458,Asesino,Policía - Apodado «El Trotador»,Condenado a prisión perpetua el 10 de marzo de 2003,"Buenos Aires, Argentina",3,29 de diciembre de 2001,30 de diciembre de 2001,1940
459,Homicida,Menor de edad - Secuestro - Tortura,Condenado a una pena de reclusión por tiempo indefinido el 25 de noviembre de 1993. Fue puesto en libertad en junio de 2001,"Liverpool, Inglaterra, Gran Bretaña",1,12 de febrero de 1993,18 de febrero de 1993,13 de agosto de 1982
460,Asesino en serie,"Sádismo - Evisceración - Mutilación - Llegaba al orgasmo asiendo a sus víctimas por la garganta, ahogándolas, infligiéndoles heridas con los dientes y sorbiendo su sangre",Condenado a trabajos forzados a perpetuidad en 1873. Transferido al psiquiátrico penitenciario de Milán el 13 de abril de 1874. Puesto en libertad en 1902. Muere de causas naturales el 31 de diciembre de 1918,"Bérgamo, Italia",2,1870 / 1871,Agosto 1871,11 de abril de 1849
461,Asesino,Músico de black metal - Incendió tres iglesias cristianas,Condenado a 21 años de prisión en 1994. Fue puesto en libertad el 22 de mayo de 2009,"Oslo, Noruega",1,10 de agosto de 1993,11 de febrero de 1973,"Øystein Aarseth, 25, aka 'Euronymous'"
462,Asesino en serie,Celador de un geriátrico,Condenado a 127 años de prisión el 20 de junio de 2013,"Olot, Girona, España",11,2009 - 2010,18 de octubre de 2010,1966
463,Asesino,Descuartizamiento - Transexualidad,Condenado a 17 años de prisión el 27 de julio de 1984. Condenado a 60 años de prisión el 3 de febrero de 1995. Puesto en libertad el 10 de diciembre de 2013,"Varias, Andorra, España",3,1981 / 1992,28 de octubre de 1992,10 de diciembre de 1955
464,Asesino,Parricida - Deprimido por problemas económicos,Se suicidó con un arma de fuego el mismo día del crimen,"Weston, Estados Unidos (Florida)",3,6 de diciembre de 1997,1944,"Su esposa, Magali Regina, de 49 años; su hija Cynthia, de 19, y su hijo Eduardo, de 16"
465,Asesino,Descuartizamiento,Ejecutado en la horca en la prisión de Pentonville el 2 de marzo de 1918,"Londres, Inglaterra, Gran Bretaña",1,31 de octubre de 1917,1875,"Su amante, Emilliene Gerard, de 32 años"
466,Asesino,Racista - Incendio,Muerto por la Policía mismo día,"Bruselas, Bélgica",2,7 de mayo de 2002,1923,Sus vecinos Ahmed Isnasni y su esposa Habiba El Hajji
467,Asesino,Envenenador,Fue ejecutado en la silla eléctrica en Nueva York el 24 de mayo de 1917,"Nueva York, Estados Unidos (Nueva York)",2,Enero / Marzo 1916,23 de marzo de 1916,1889
468,Asesino en masa,Parricida - Móvil desconocido,Se suicida ahorcándose el mismo día,"Thane, Maharashtra, India",14,28 de febrero de 2016,1980,"Su esposa, sus padres, sus tres hermanas y ocho niños"
469,Asesino en serie,Acosador - Torturador,Condenado a 60 años de prisión en Texas el 3 de septiembre de 1982. Condenado a dos cadenas perpetuas en Michigan en 2007. Murió en prisión el 21 de septiembre de 2007,"Varias, Estados Unidos (Michigan), Estados Unidos (Texas)",22 - 100 +,1974 - 1982,23 de mayo de 1982,7 de noviembre de 1953
470,Asesino en serie,Robos - Secuestros,Ejecutado en la guillotina el 17 de junio de 1939. La última ejecución pública en Francia,"Varias, Francia",6,Julio - Noviembre 1937,8 de diciembre de 1937,5 de febrero de 1908
471,Asesino en masa,Parricida - Incesto,Condenado a pena de muerte el 27 de junio de 2005,"Fresno, Estados Unidos (California)",9,12 de marzo de 2004,12 de marzo de 2004,22 de agosto de 1946
472,Asesino en serie,Tortura - Violación - Descuartizamiento,"Fred West se ahorcó en su celda de la prisión de Winson Green, Birmingham, el 1 de enero de 1995","Gloucester, Inglaterra, Gran Bretaña",11 - 13 +,1967 - 1987,24 de febrero de 1994,29 de septiembre de 1941
473,Homicida,"La defensa de White argumentó que mató de forma involuntaria afectado por un estado de depresión, causado por estrés y el consumo de comida basura que le llevó a una inconsciencia temporal (defensa Twinkie)",Condenado a 7 años y 8 meses de prisión el 21 de mayo de 1979. Puesto en libertad el 6 de enero de 1984. Se suicida en su garaje por inhalación de monóxido de carbono el 21 de octubre de 1985,"San Francisco, Estados Unidos (California)",2,27 de noviembre de 1978,Mismo día (se entrega),2 de septiembre de 1946
474,Asesino,Violador,Fue ejecutado en la horca el 22 de diciembre de 1953,"Londres, Inglaterra, Gran Bretaña",2,31 de mayo de 1953,28 de junio de 1953,Agosto 1931
475,Asesino,Secuestro - Violación,Condenado a cadena perpetua el 12 de diciembre de 2001,"Kingston Gorse, Inglaterra, Gran Bretaña",1,1 de julio de 2000,6 de febrero de 2001,26 de enero de 1959
476,Asesino en masa,Parricidio - Tiroteo,Murió el mismo día de los hechos durante el enfrentamiento con la policía,"Austin, Estados Unidos (Texas)",15 + 1,1 de agosto de 1966,24 de junio de 1941,"Su madre, Margaret Whitman (43 años) / Su esposa, Kathy Whitman (23) / Edna Townsley (47) / Mark Gabour (16) / Marguerite Lamport (45) / Paul Sonntag (18) / Claudia Rutt (18) / Roy Dell Schmidt (29) / Thomas Aquinas Ashton (22) / Thomas Eckmann (18) / Baby Boy Wilson (no nacido) / Thomas Karr (24) / Karen Griffith (17) / Doctor Robert Boyer (32) / Harry Walchuk (39) / Billy Speed (22)"
477,Asesino en serie,Violador - Torturador,Muerto durante un forcejeo con la policía en Nuevo Hampshire el 13 de abril de 1984,"Varias, Estados Unidos (California), Estados Unidos (Florida), Estados Unidos (Kansas), Estados Unidos (Nueva York), Estados Unidos (Texas), Estados Unidos (Utah)",8 +,Feb. - Abr. 1984,13 de marzo de 1945,"Rosario Gonzales, de 20 años / Elizabeth Kenyon, de 23 / Theresa Wait Ferguson, de 21 / Terry Diane Walden, de 23 / Suzanne Wendy Logan, de 20 / Sheryl Lynn Bonaventura, de 18 / Michelle Korfman, de 17 / Beth Dodge, de 33"
478,Asesino,Intento de violación - Homosexualidad,Fue condenado a cadena perpetua en marzo de 1961,"Gileston, Gales, Gran Bretaña",1,29 de diciembre de 1960,Diciembre de 1960,Andrew Bonnick
479,Asesino en serie,Muchos aspectos del caso continúan siendo un misterio,Condenado a dos cadenas perpetuas el 27 de febrero de 1982,"Atlanta, Estados Unidos (Georgia)",2 - 24 +,1979 - 1981,21 de junio de 1981,27 de mayo de 1958
480,Homicida,Menor de edad (15 años),Condenado a 50 años de prisión el 16 de agosto de 2002,"Santee, Estados Unidos (California)",2,5 de marzo de 2001,5 de marzo de 2001,8 de febrero de 1986
481,Asesino,Violador - Excoronel de las Fuerzas Armadas Canadienses,"Fue condenado a dos penas de cadena perpetua por homicidio en primer grado, dos penas de diez años por asalto sexual y a un año de prisión por cada uno de los 82 robos cometidos en domicilios particulares. La sentencia se hizo pública el 21 de octubre de 2010","Ontario, Canadá",2,2009 / 2010,7 de febrero de 2010,7 de marzo de 1963
482,Asesino en serie,Se desconocen los motivos de los asesinatos,Condenado a cadena perpetua el 22 de febrero de 2008,"Ipswich, Inglaterra, Gran Bretaña",5,Oct. - Dic. de 2006,19 de diciembre de 2006,24 de abril de 1958
483,Asesino en serie,Violador en serie (23),Fue ejecutado de un tiro en la nuca el 14 de febrero de 2004,"Varias provincias, China",67,1999 - 2003,3 de noviembre de 2003,29 de julio de 1968
484,Homicida,"Intentó descuartizar a la víctima y le seccionó un dedo, pero desistió al no tener los útiles necesarios",Condenado a 12 años y 6 meses de prisión el 19 de noviembre de 2009,"Pamplona, Navarra, España",1,7 de julio de 2008,Mismo día,1981
485,Asesino,Envenenador,Condenado a cadena perpetua en 1972. Murió en prisión el 1 de agosto de 1990,"Londres / Bovington, Gran Bretaña",3,1962 / 1971,7 de septiembre de 1947,"1 mujer y 2 hombres (su madre, su jefe y un compañero de trabajo)"
486,Asesino,Parricida,Se suicida con un arma de fuego el mismo día que asesinó a su esposa,"Nueva York, Estados Unidos (Nueva York)",1,19 de octubre de 1978,4 de noviembre de 1913,"Su quinta esposa, Kim Schmidt, de 31 años"
487,Asesino en serie,Mutilación - Confesó actos de canibalismo,Condenado a pena de muerte el 13 de diciembre de 2004,"Seúl, Corea del Sur",20,2003 - 2004,17 de julio de 2004,18 de abril de 1970
488,Asesino,Intentó asesinar al presidente electo de los Estados Unidos Franklin D. Roosevelt,Fue ejecutado en la silla eléctrica en la Prisión Estatal de Florida en Raiford el 20 de marzo de 1933,"Miami, Estados Unidos (Florida)",1,15 de febrero de 1933,Mismo día,7 de septiembre de 1900
489,Asesino en serie,Enfermero - Envenenador,Condenado a cadena perpetua el 22 de febrero de 2008,"Havlíčkův Brod, República Checa",7,Mayo - Septiembre 2006,1 de diciembre de 2006,1976
490,Asesino en serie,Violador - Necrófilo,Condenado a 140 años de prisión el 7 de enero de 1997,"Donnybrook, Natal, Sudáfrica",18,1993 - 1995,29 de septiembre de 1995,1974
